No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
84,ACP,Aberdeen Income Credit Strategies Fund,Financial,Closed-End Fund - Debt,USA,193.90M,-,11.12,0.18%,"77,108"
85,ACQR,Independence Holdings Corp.,Financial,Shell Companies,USA,384.35M,-,9.77,0.77%,10
86,ACQRU,Independence Holdings Corp.,Financial,Shell Companies,USA,-,-,9.87,-1.10%,36
87,ACR,ACRES Commercial Realty Corp.,Real Estate,REIT - Mortgage,USA,148.08M,3.52,15.94,-1.30%,"18,179"
88,ACRE,Ares Commercial Real Estate Corporation,Real Estate,REIT - Mortgage,USA,706.56M,8.73,15.32,0.39%,"224,852"
89,ACRO,Acropolis Infrastructure Acquisition Corp.,Financial,Shell Companies,USA,291.45M,-,9.72,0.00%,0
90,ACRS,"Aclaris Therapeutics, Inc.",Healthcare,Biotechnology,USA,1.09B,-,17.2,0.58%,"462,368"
91,ACRX,"AcelRx Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,122.81M,-,1.02,0.00%,"922,027"
92,ACST,Acasti Pharma Inc.,Healthcare,Biotechnology,Canada,100.23M,-,1.82,2.82%,"568,677"
93,ACT,"Enact Holdings, Inc.",Financial,Exchange Traded Fund,USA,3.42B,-,21.0,0.77%,"52,177"
94,ACTDU,ArcLight Clean Transition Corp. II,Financial,Shell Companies,USA,-,-,10.1,1.92%,843
95,ACTG,Acacia Research Corporation,Industrials,Specialty Business Services,USA,289.78M,-,5.92,-2.47%,"587,993"
96,ACU,Acme United Corporation,Consumer Defensive,Household & Personal Products,USA,116.41M,9.96,33.45,-0.89%,"1,493"
97,ACV,AllianzGI Diversified Income & Convertible Fund,Financial,Asset Management,USA,354.72M,-,34.26,1.75%,"54,007"
98,ACVA,ACV Auctions Inc.,Technology,Software - Application,USA,2.67B,-,17.12,2.27%,"1,373,855"
99,ACWF,iShares MSCI Global Multifactor ETF,Financial,Exchange Traded Fund,USA,-,-,36.74,-0.24%,"5,402"
100,ACWI,iShares MSCI ACWI ETF,Financial,Exchange Traded Fund,USA,-,-,100.46,0.08%,"6,415,071"
101,ACWV,iShares MSCI Global Min Vol Factor ETF,Financial,Exchange Traded Fund,USA,-,-,102.84,0.18%,"210,941"
102,ACWX,iShares MSCI ACWI ex U.S. ETF,Financial,Exchange Traded Fund,USA,-,-,55.0,-0.58%,"19,630,408"
103,ACXP,"Acurx Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,46.91M,-,4.7,0.64%,"46,402"
104,ACY,AeroCentury Corp.,Industrials,Rental & Leasing Services,USA,98.02M,-,58.0,17.60%,"136,272"
105,ADAG,Adagene Inc.,Healthcare,Biotechnology,China,593.05M,-,13.5,-4.80%,"33,715"
106,ADAP,Adaptimmune Therapeutics plc,Healthcare,Biotechnology,United Kingdom,759.07M,-,5.09,-1.93%,"490,143"
107,ADBE,Adobe Inc.,Technology,Software - Infrastructure,USA,270.53B,47.06,570.31,0.64%,"1,990,357"
108,ADC,Agree Realty Corporation,Real Estate,REIT - Retail,USA,4.63B,41.83,68.06,2.39%,"499,253"
109,ADCT,ADC Therapeutics SA,Healthcare,Biotechnology,Switzerland,1.88B,-,23.81,-2.66%,"94,987"
110,ADER,26 Capital Acquisition Corp.,Financial,Shell Companies,USA,335.85M,-,9.8,0.41%,"65,382"
111,ADERU,26 Capital Acquisition Corp.,Financial,Shell Companies,USA,-,-,10.15,0.30%,"15,519"
112,ADES,"Advanced Emissions Solutions, Inc.",Industrials,Pollution & Treatment Controls,USA,120.33M,3.26,6.34,0.00%,"98,185"
113,ADEX,Adit EdTech Acquisition Corp.,Financial,Shell Companies,USA,336.38M,-,9.75,0.00%,"2,001"
114,ADGI,"Adagio Therapeutics, Inc.",Healthcare,Biotechnology,USA,5.20B,-,30.97,-2.82%,"550,784"
115,ADI,"Analog Devices, Inc.",Technology,Semiconductors,USA,89.13B,36.34,166.05,0.41%,"2,678,753"
116,ADIL,"Adial Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,80.84M,-,3.87,-1.78%,"121,942"
117,ADM,Archer-Daniels-Midland Company,Consumer Defensive,Farm Products,USA,34.40B,15.20,62.3,0.03%,"1,779,370"
118,ADMA,"ADMA Biologics, Inc.",Healthcare,Biotechnology,USA,141.18M,-,1.12,-1.75%,"716,334"
119,ADME,ETF Series Solutions - Aptus Drawdown Managed Equity ETF,Financial,Exchange Traded Fund,USA,-,-,39.83,0.38%,"57,621"
120,ADMP,Adamis Pharmaceuticals Corporation,Healthcare,Drug Manufacturers - Specialty & Generic,USA,144.40M,-,1.01,0.00%,"839,086"
121,ADMS,"Adamas Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,219.68M,-,4.67,2.64%,"100,169"
122,ADN,"Advent Technologies Holdings, Inc.",Utilities,Utilities - Renewable,USA,419.25M,-,8.19,-1.44%,"210,417"
123,ADNT,Adient plc,Consumer Cyclical,Auto Parts,Ireland,3.75B,34.64,40.32,-5.13%,"730,032"
124,ADOC,Edoc Acquisition Corp.,Financial,Shell Companies,USA,119.53M,-,10.13,-0.10%,39
125,ADP,"Automatic Data Processing, Inc.",Industrials,Staffing & Employment Services,USA,85.76B,33.78,204.99,0.60%,"1,429,658"
126,ADPT,Adaptive Biotechnologies Corporation,Healthcare,Biotechnology,USA,4.62B,-,32.17,-1.38%,"554,145"
127,ADRE,Invesco BLDRS Emerging Markets 50 ADR Index Fund,Financial,Exchange Traded Fund,USA,-,-,47.4,-0.39%,"8,084"
128,ADS,Alliance Data Systems Corporation,Financial,Credit Services,USA,4.89B,6.37,101.45,-1.32%,"626,866"
129,ADSK,"Autodesk, Inc.",Technology,Software - Application,USA,61.23B,46.88,277.42,0.52%,"911,557"
130,ADT,ADT Inc.,Industrials,Security & Protection Services,USA,6.65B,-,8.18,-1.92%,"1,643,981"
131,ADTN,"ADTRAN, Inc.",Technology,Communication Equipment,USA,905.64M,52.23,18.7,0.05%,"196,093"
132,ADTX,"Aditxt, Inc.",Healthcare,Biotechnology,USA,33.03M,-,1.57,-7.65%,"5,779,466"
133,ADUS,Addus HomeCare Corporation,Healthcare,Medical Care Facilities,USA,1.20B,31.41,74.59,-1.52%,"101,258"
134,ADV,Advantage Solutions Inc.,Communication Services,Advertising Agencies,USA,2.80B,-,8.73,0.58%,"176,375"
135,ADVM,"Adverum Biotechnologies, Inc.",Healthcare,Biotechnology,USA,200.20M,-,2.05,-5.09%,"4,389,940"
136,ADX,"Adams Diversified Equity Fund, Inc.",Financial,Closed-End Fund - Equity,USA,2.21B,6.31,19.9,0.10%,"142,422"
137,ADXN,Addex Therapeutics Ltd,Healthcare,Biotechnology,Switzerland,65.94M,-,9.08,0.89%,"1,551"
138,ADXS,"Advaxis, Inc.",Healthcare,Biotechnology,USA,67.54M,-,0.45,-1.26%,"2,381,468"
139,AE,"Adams Resources & Energy, Inc.",Energy,Oil & Gas Integrated,USA,130.37M,8.44,32.43,-0.18%,"3,454"
140,AEAC,Authentic Equity Acquisition Corp.,Financial,Shell Companies,USA,223.90M,-,9.73,-0.26%,"16,733"
141,AEACU,Authentic Equity Acquisition Corp.,Financial,Shell Companies,USA,-,-,10.01,0.00%,"10,387"
142,AEE,Ameren Corporation,Utilities,Utilities - Regulated Electric,USA,21.44B,22.74,82.97,1.67%,"932,695"
143,AEF,"Aberdeen Emerging Markets Equity Income Fund, Inc.",Financial,Asset Management,United Kingdom,413.12M,7.93,8.14,-0.85%,"62,877"
144,AEG,Aegon N.V.,Financial,Insurance - Diversified,Netherlands,11.04B,8.82,5.14,-0.77%,"3,016,365"
145,AEHL,Antelope Enterprise Holdings Limited,Industrials,Building Products & Equipment,China,11.64M,-,2.64,-1.49%,"360,507"
146,AEHR,Aehr Test Systems,Technology,Semiconductor Equipment & Materials,USA,360.94M,-,13.61,-0.80%,"2,178,992"
147,AEI,Alset EHome International Inc.,Real Estate,Real Estate - Development,USA,81.95M,-,2.04,-3.77%,"2,462,530"
148,AEIS,"Advanced Energy Industries, Inc.",Industrials,Electrical Equipment & Parts,USA,3.24B,20.42,85.41,-0.01%,"231,283"
149,AEL,American Equity Investment Life Holding Company,Financial,Insurance - Life,USA,2.79B,3.32,30.71,-0.36%,"193,735"
150,AEM,Agnico Eagle Mines Limited,Basic Materials,Gold,Canada,13.20B,17.27,53.29,1.29%,"1,572,638"
151,AEMD,"Aethlon Medical, Inc.",Healthcare,Medical Devices,USA,55.76M,-,3.52,2.92%,"269,496"
152,AENZ,Aenza S.A.A.,Industrials,Engineering & Construction,Peru,312.37M,-,1.8,-1.64%,"7,433"
153,AEO,"American Eagle Outfitters, Inc.",Consumer Cyclical,Apparel Retail,USA,4.02B,17.50,24.15,-2.23%,"7,244,812"
154,AEP,"American Electric Power Company, Inc.",Utilities,Utilities - Regulated Electric,USA,42.20B,18.42,84.56,1.85%,"2,658,775"
155,AER,AerCap Holdings N.V.,Industrials,Airports & Air Services,Ireland,7.69B,-,60.29,-0.53%,"557,453"
156,AERI,"Aerie Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,547.42M,-,11.63,0.00%,"358,838"
157,AES,The AES Corporation,Utilities,Utilities - Diversified,USA,15.56B,-,23.42,0.17%,"4,398,019"
158,AESC,The AES Corporation,Utilities,Utilities - Diversified,USA,-,-,98.0,0.07%,"230,396"
159,AESE,Allied Esports Entertainment Inc.,Communication Services,Entertainment,USA,68.14M,-,1.77,0.00%,"133,777"
160,AESR,Anfield U.S. Equity Sector Rotation ETF,Financial,Exchange Traded Fund,USA,-,-,13.8,0.58%,"31,127"
161,AEVA,"Aeva Technologies, Inc.",Consumer Cyclical,Auto Parts,USA,1.64B,-,7.58,-1.69%,"552,017"
162,AEY,"ADDvantage Technologies Group, Inc.",Technology,Electronics & Computer Distribution,USA,29.38M,-,2.36,-0.84%,"28,281"
163,AEYE,"AudioEye, Inc.",Technology,Software - Application,USA,120.34M,-,10.93,-0.73%,"35,194"
164,AEZS,Aeterna Zentaris Inc.,Healthcare,Biotechnology,USA,74.72M,-,0.61,-7.90%,"4,917,540"
165,AFAQU,AF Acquisition Corp.,Financial,Shell Companies,USA,-,-,9.9,0.00%,0
166,AFB,AllianceBernstein National Municipal Income Fund,Financial,Closed-End Fund - Debt,USA,433.47M,50.95,15.08,-0.07%,"65,689"
167,AFBI,"Affinity Bancshares, Inc.",Financial,Banks - Regional,USA,96.50M,12.64,13.98,-1.17%,"1,050"
168,AFCG,"AFC Gamma, Inc.",Real Estate,REIT - Specialty,USA,297.68M,-,22.27,1.18%,"91,744"
169,AFG,"American Financial Group, Inc.",Financial,Insurance - Property & Casualty,USA,11.23B,8.56,134.24,2.10%,"755,056"
170,AFI,"Armstrong Flooring, Inc.",Industrials,Building Products & Equipment,USA,69.63M,-,3.2,-0.62%,"53,787"
171,AFIB,"Acutus Medical, Inc.",Healthcare,Medical Devices,USA,273.08M,-,7.98,-3.16%,"140,150"
172,AFIF,Anfield Universal Fixed Income ETF,Financial,Exchange Traded Fund,USA,-,-,9.65,0.16%,"6,341"
173,AFIN,"American Finance Trust, Inc.",Real Estate,REIT - Diversified,USA,980.21M,-,8.64,1.65%,"564,704"
174,AFINO,"American Finance Trust, Inc.",Real Estate,REIT - Diversified,USA,-,-,26.53,-1.08%,407
175,AFINP,"American Finance Trust, Inc.",Real Estate,REIT - Diversified,USA,-,-,26.45,0.34%,"11,326"
176,AFK,VanEck Vectors Africa Index ETF,Financial,Exchange Traded Fund,USA,-,-,20.88,-0.02%,"12,271"
177,AFL,Aflac Incorporated,Financial,Insurance - Life,USA,35.22B,6.44,53.32,-0.21%,"2,438,577"
178,AFLG,First Trust Active Factor Large Cap ETF,Financial,Exchange Traded Fund,USA,-,-,25.51,-0.06%,243
179,AFMD,Affimed N.V.,Healthcare,Biotechnology,Germany,683.43M,-,5.69,-1.22%,"524,236"
180,AFRM,"Affirm Holdings, Inc.",Technology,Information Technology Services,USA,36.74B,-,133.7,19.95%,"52,760,701"
181,AFT,Apollo Senior Floating Rate Fund Inc.,Financial,Asset Management,USA,246.37M,68.48,15.82,0.00%,"47,391"
182,AFTY,Pacer CSOP FTSE China A50 ETF,Financial,Exchange Traded Fund,USA,-,-,20.26,0.47%,"2,781"
183,AFYA,Afya Limited,Consumer Defensive,Education & Training Services,Brazil,1.81B,38.02,19.05,-0.78%,"65,213"
184,AG,First Majestic Silver Corp.,Basic Materials,Silver,Canada,2.77B,42.18,11.01,1.57%,"3,922,011"
185,AGC,Altimeter Growth Corp.,Financial,Shell Companies,USA,626.42M,-,10.11,-0.49%,"614,038"
186,AGCB,Altimeter Growth Corp. 2,Financial,Shell Companies,USA,565.53M,-,9.88,-0.20%,"33,381"
187,AGCO,AGCO Corporation,Industrials,Farm & Heavy Construction Machinery,USA,9.24B,13.11,125.62,-1.27%,"543,973"
188,AGCUU,Altimeter Growth Corp.,Financial,Shell Companies,USA,-,-,10.55,-0.28%,"282,689"
189,AGD,Aberdeen Global Dynamic Dividend Fund,Financial,Closed-End Fund - Foreign,USA,145.58M,-,11.6,0.09%,"28,378"
190,AGE,"AgeX Therapeutics, Inc.",Healthcare,Biotechnology,USA,35.08M,-,0.9,-3.72%,"41,342"
191,AGEN,Agenus Inc.,Healthcare,Biotechnology,USA,1.30B,-,5.64,-0.35%,"3,145,441"
192,AGFS,"AgroFresh Solutions, Inc.",Consumer Defensive,Farm Products,USA,114.68M,-,2.21,-2.21%,"49,022"
193,AGFY,Agrify Corporation,Industrials,Specialty Business Services,USA,372.85M,-,17.96,-3.49%,"873,808"
194,AGG,iShares Core U.S. Aggregate Bond ETF,Financial,Exchange Traded Fund,USA,-,-,114.7,0.04%,"4,864,529"
195,AGGR,Agile Growth Corp.,Financial,Shell Companies,USA,301.63M,-,9.73,0.00%,0
196,AGGRU,Agile Growth Corp.,Financial,Shell Companies,USA,-,-,9.9,0.20%,263
197,AGGY,WisdomTree Yield Enhanced U.S. Aggregate Bond Fund,Financial,Exchange Traded Fund,USA,-,-,51.96,0.05%,"49,049"
198,AGI,Alamos Gold Inc.,Basic Materials,Gold,Canada,3.76B,104.17,7.5,0.54%,"4,811,769"
199,AGIL,"AgileThought, Inc.",Technology,Software - Application,USA,339.96M,-,8.1,-6.25%,"137,925"
200,AGIO,"Agios Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,2.54B,-,43.31,-1.41%,"323,287"
201,AGL,"agilon health, inc.",Healthcare,Medical Care Facilities,USA,10.52B,-,26.65,2.26%,"858,606"
202,AGLE,"Aeglea BioTherapeutics, Inc.",Healthcare,Biotechnology,USA,392.93M,-,8.26,3.64%,"227,916"
203,AGM,Federal Agricultural Mortgage Corporation,Financial,Credit Services,USA,1.17B,12.14,113.96,0.26%,"27,258"
204,AGMH,AGM Group Holdings Inc.,Technology,Software - Application,Hong Kong,189.24M,-,9.24,2.10%,"106,965"
205,AGNC,AGNC Investment Corp.,Real Estate,REIT - Mortgage,USA,8.30B,4.60,15.95,-0.62%,"7,654,256"
206,AGO,Assured Guaranty Ltd.,Financial,Insurance - Specialty,Bermuda,3.48B,11.30,48.34,-0.10%,"412,016"
207,AGOX,Adaptive Growth Opportunities ETF,Financial,Exchange Traded Fund,USA,-,-,25.85,-0.12%,"38,616"
208,AGQ,ProShares Ultra Silver,Financial,Exchange Traded Fund,USA,-,-,33.47,0.27%,"1,008,441"
209,AGR,"Avangrid, Inc.",Utilities,Utilities - Regulated Electric,USA,19.52B,23.21,50.56,2.18%,"437,986"
210,AGRI,"AgriFORCE Growing Systems, Ltd.",Consumer Defensive,Farm Products,Canada,27.14M,-,1.8,-11.76%,"157,897"
211,AGRO,Adecoagro S.A.,Consumer Defensive,Farm Products,Luxembourg,1.04B,9.95,8.69,-1.59%,"616,805"
212,AGRX,"Agile Therapeutics, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,85.06M,-,0.94,-3.77%,"290,397"
213,AGS,"PlayAGS, Inc.",Consumer Cyclical,Gambling,USA,290.39M,-,8.21,-1.08%,"107,341"
214,AGT,iShares MSCI Argentina and Global Exposure ETF,Financial,Exchange Traded Fund,USA,-,-,27.94,-0.58%,657
215,AGTC,Applied Genetic Technologies Corporation,Healthcare,Biotechnology,USA,122.63M,-,2.7,2.66%,"502,333"
216,AGTI,"Agiliti, Inc.",Healthcare,Health Information Services,USA,2.49B,-,19.38,0.10%,"155,455"
217,AGX,"Argan, Inc.",Industrials,Engineering & Construction,USA,677.69M,16.44,43.92,-0.84%,"33,087"
218,AGYS,"Agilysys, Inc.",Technology,Software - Application,USA,1.23B,-,52.95,1.85%,"34,362"
219,AGZ,iShares Agency Bond ETF,Financial,Exchange Traded Fund,USA,-,-,118.42,0.02%,"24,205"
220,AGZD,WisdomTree Interest Rate Hedged U.S. Aggregate Bond Fund,Financial,Exchange Traded Fund,USA,-,-,46.85,0.00%,"12,733"
221,AHCO,AdaptHealth Corp.,Healthcare,Medical Devices,USA,3.00B,-,23.22,-1.74%,"408,587"
222,AHH,"Armada Hoffler Properties, Inc.",Real Estate,REIT - Diversified,USA,1.08B,55.64,13.41,0.00%,"218,241"
223,AHPI,"Allied Healthcare Products, Inc.",Healthcare,Medical Devices,USA,24.42M,14.60,6.06,2.19%,"130,619"
224,AHT,"Ashford Hospitality Trust, Inc.",Real Estate,REIT - Hotel & Motel,USA,367.09M,-,14.07,0.29%,"2,519,885"
225,AI,"C3.ai, Inc.",Technology,Information Technology Services,USA,4.67B,-,44.44,1.35%,"1,179,786"
